order_id,product,category,region,sales_amount,quantity,order_date
22349,Tablet,Electronics,West,1931,5,2023-06-25
22350,Chair,Electronics,South,1970,4,2023-03-15
22351,Phone,Furniture,North,1365,1,2023-07-04
22352,Tablet,Furniture,East,1511,1,2023-09-11
22353,Chair,Furniture,North,987,2,2023-03-15
22354,Chair,Electronics,North,446,3,2023-03-09
22355,Tablet,Electronics,South,1331,1,2023-09-28
22356,Tablet,Furniture,South,1176,4,2023-03-23
22357,Tablet,Furniture,South,1360,5,2023-11-03
22358,Chair,Furniture,East,1060,3,2023-06-03
22359,Tablet,Furniture,East,161,5,2023-11-17
22360,Tablet,Furniture,North,1629,1,2023-12-30
22361,Chair,Electronics,East,617,2,2023-03-06
22362,Laptop,Electronics,North,1563,2,2023-03-22
22363,Chair,Electronics,South,444,5,2023-08-20
22364,Desk,Electronics,West,701,2,2023-05-28
22365,Phone,Furniture,East,1337,3,2023-06-30
22366,Phone,Furniture,South,501,5,2023-05-13
22367,Phone,Furniture,North,1553,4,2023-04-17
22368,Desk,Electronics,East,1568,1,2023-07-23
22369,Tablet,Furniture,South,1409,2,2023-10-31
22370,Phone,Furniture,North,123,5,2023-01-15
22371,Desk,Electronics,South,1936,1,2023-03-07
22372,Chair,Furniture,South,1526,1,2023-02-09
22373,Desk,Furniture,West,1910,2,2023-07-09
22374,Desk,Electronics,North,1414,4,2023-03-26
22375,Chair,Furniture,East,305,5,2023-03-02
22376,Chair,Furniture,South,1529,3,2023-07-15
22377,Tablet,Furniture,South,725,4,2023-05-30
22378,Chair,Furniture,West,1121,5,2023-07-19
22379,Laptop,Electronics,South,1554,5,2023-12-11
22380,Phone,Electronics,South,1256,4,2023-10-14
22381,Chair,Furniture,East,1844,3,2023-10-31
22382,Desk,Electronics,East,1892,2,2023-07-30
22383,Chair,Electronics,North,1880,3,2023-11-11
22384,Tablet,Furniture,South,1672,4,2023-11-11
22385,Laptop,Furniture,West,958,5,2023-12-15
22386,Desk,Electronics,West,457,1,2023-11-07
22387,Chair,Furniture,South,1202,1,2023-05-19
22388,Laptop,Electronics,East,1675,3,2023-02-22
22389,Tablet,Furniture,South,1234,5,2023-01-09
22390,Laptop,Electronics,North,590,4,2023-03-07
22391,Laptop,Electronics,East,1208,2,2023-10-04
22392,Tablet,Electronics,North,1950,4,2023-05-14
22393,Laptop,Electronics,North,901,2,2023-12-11
22394,Desk,Furniture,West,194,1,2023-11-18
22395,Tablet,Electronics,East,1613,1,2023-05-19
22396,Desk,Furniture,South,1462,5,2023-07-16
22397,Chair,Electronics,North,1398,4,2023-04-01
22398,Laptop,Furniture,East,1229,5,2023-08-24
22399,Chair,Furniture,East,1943,3,2023-04-18
22400,Laptop,Furniture,East,1034,5,2023-01-29
22401,Desk,Furniture,East,1431,1,2023-10-11
22402,Tablet,Electronics,North,1990,5,2023-12-14
22403,Laptop,Electronics,North,1866,1,2023-02-20
22404,Phone,Electronics,East,434,4,2023-09-09
22405,Laptop,Furniture,South,877,4,2023-05-03
22406,Phone,Electronics,South,417,3,2023-02-10
22407,Chair,Furniture,West,856,2,2023-01-24
22408,Desk,Electronics,North,709,3,2023-05-05
22409,Laptop,Furniture,East,685,2,2023-05-29
22410,Tablet,Electronics,East,1591,2,2023-12-24
22411,Tablet,Furniture,North,697,4,2023-12-23
22412,Laptop,Furniture,South,1689,1,2023-07-08
22413,Phone,Furniture,West,1121,3,2023-05-13
22414,Desk,Furniture,West,833,5,2023-05-24
22415,Tablet,Electronics,East,497,1,2023-04-14
22416,Phone,Furniture,West,681,4,2023-11-12
22417,Phone,Furniture,East,1999,5,2023-05-16
22418,Chair,Electronics,South,1423,2,2023-03-18
22419,Phone,Electronics,South,899,1,2023-07-06
22420,Phone,Furniture,South,462,3,2023-10-16
22421,Tablet,Electronics,South,2000,2,2023-07-13
22422,Phone,Furniture,West,923,3,2023-01-02
22423,Desk,Furniture,South,1109,3,2023-09-17
22424,Chair,Electronics,North,1803,4,2023-02-02
22425,Tablet,Furniture,North,184,3,2023-04-26
22426,Phone,Furniture,East,805,3,2023-02-12
22427,Tablet,Furniture,South,482,1,2023-10-09
22428,Chair,Furniture,East,118,4,2023-11-18
22429,Desk,Electronics,South,1957,1,2023-06-28
22430,Chair,Furniture,East,635,4,2023-02-11
22431,Chair,Electronics,North,1234,3,2023-11-17
22432,Phone,Furniture,East,1668,3,2023-10-28
22433,Tablet,Electronics,East,958,4,2023-06-30
22434,Laptop,Furniture,South,624,1,2023-05-14
22435,Chair,Electronics,East,250,4,2023-01-01
22436,Laptop,Electronics,East,1551,1,2023-03-01
22437,Desk,Furniture,East,1971,2,2023-10-31
22438,Phone,Electronics,South,608,5,2023-01-06
22439,Tablet,Electronics,West,1244,5,2023-09-21
22440,Tablet,Electronics,West,677,3,2023-10-20
22441,Laptop,Electronics,East,979,3,2023-05-01
22442,Tablet,Electronics,South,795,4,2023-01-28
22443,Phone,Furniture,North,585,5,2023-11-24
22444,Desk,Furniture,East,1981,2,2023-02-28
22445,Chair,Electronics,West,941,5,2023-10-02
22446,Chair,Furniture,North,702,2,2023-01-05
22447,Tablet,Electronics,West,373,3,2023-09-19
22448,Tablet,Furniture,East,1460,5,2023-04-30
22449,Desk,Electronics,North,162,5,2023-10-19
22450,Chair,Electronics,South,1254,3,2023-02-09
22451,Desk,Furniture,North,1618,1,2023-10-31
22452,Laptop,Electronics,West,248,4,2023-12-05
22453,Laptop,Electronics,West,744,2,2023-03-08
22454,Phone,Furniture,East,867,5,2023-11-08
22455,Tablet,Electronics,South,462,4,2023-02-18
22456,Phone,Electronics,South,182,3,2023-11-18
22457,Desk,Furniture,North,1310,3,2023-07-02
22458,Phone,Electronics,West,978,5,2023-11-19
22459,Chair,Electronics,East,522,5,2023-01-08
22460,Phone,Furniture,West,161,1,2023-02-04
22461,Tablet,Furniture,East,681,5,2023-05-13
22462,Tablet,Electronics,East,938,1,2023-08-24
22463,Phone,Electronics,North,763,4,2023-09-04
22464,Tablet,Electronics,North,593,2,2023-10-21
22465,Laptop,Electronics,South,1810,3,2023-11-14
22466,Chair,Furniture,North,1316,2,2023-08-03
22467,Phone,Electronics,East,1477,4,2023-10-20
22468,Phone,Furniture,South,1779,2,2023-11-29
22469,Chair,Furniture,North,1579,4,2023-09-06
22470,Tablet,Electronics,South,1859,3,2023-11-09
22471,Tablet,Furniture,West,1862,5,2023-10-24
22472,Phone,Electronics,West,1564,2,2023-03-28
22473,Laptop,Electronics,South,1072,5,2023-05-13
22474,Tablet,Electronics,West,164,4,2023-07-09
22475,Laptop,Electronics,South,655,5,2023-12-22
22476,Chair,Electronics,North,1826,1,2023-09-21
22477,Desk,Furniture,East,1041,2,2023-07-15
22478,Phone,Electronics,North,1444,1,2023-07-29
22479,Chair,Electronics,South,516,2,2023-12-30
22480,Laptop,Electronics,South,1985,2,2023-08-05
22481,Chair,Electronics,North,537,1,2023-01-21
22482,Chair,Furniture,West,1813,2,2023-11-03
22483,Laptop,Furniture,West,939,2,2023-05-28
22484,Tablet,Electronics,East,1721,1,2023-03-10
22485,Desk,Electronics,East,1656,2,2023-12-08
22486,Phone,Furniture,North,1969,3,2023-12-04
22487,Chair,Electronics,North,645,2,2023-05-27
22488,Phone,Furniture,East,1223,1,2023-12-04
22489,Chair,Furniture,North,1454,2,2023-10-06
22490,Tablet,Electronics,North,1461,2,2023-02-07
22491,Phone,Furniture,East,1071,5,2023-09-28
22492,Phone,Electronics,South,1275,1,2023-03-24
22493,Phone,Electronics,North,304,4,2023-07-21
22494,Tablet,Furniture,East,1481,3,2023-06-01
22495,Laptop,Electronics,South,1967,4,2023-05-04
22496,Chair,Furniture,South,629,4,2023-01-05
22497,Desk,Furniture,South,331,5,2023-01-27
22498,Laptop,Furniture,East,1351,1,2023-03-04
22499,Desk,Electronics,East,693,2,2023-09-24
22500,Laptop,Electronics,North,547,3,2023-07-22
22501,Laptop,Electronics,East,1837,1,2023-07-28
22502,Tablet,Electronics,North,1572,5,2023-12-18
22503,Tablet,Furniture,North,1622,4,2023-03-05
22504,Phone,Furniture,North,702,1,2023-08-13
22505,Phone,Furniture,North,1778,3,2023-12-14
22506,Tablet,Electronics,East,1860,4,2023-03-07
22507,Phone,Furniture,West,147,5,2023-10-08
22508,Tablet,Furniture,South,600,1,2023-06-09
22509,Laptop,Furniture,East,108,3,2023-11-04
22510,Phone,Furniture,East,1418,5,2023-10-02
22511,Chair,Electronics,West,375,2,2023-06-02
22512,Chair,Electronics,West,692,5,2023-05-19
22513,Phone,Electronics,North,1940,3,2023-10-10
22514,Phone,Electronics,West,1584,3,2023-05-01
22515,Chair,Electronics,North,189,4,2023-04-23
22516,Tablet,Furniture,North,806,1,2023-02-25
22517,Tablet,Furniture,East,1994,1,2023-07-13
22518,Phone,Furniture,East,641,2,2023-04-23
22519,Laptop,Electronics,West,451,3,2023-01-11
22520,Desk,Furniture,South,883,4,2023-08-30
22521,Desk,Furniture,North,365,1,2023-08-06
22522,Chair,Furniture,South,1854,2,2023-03-19
22523,Laptop,Furniture,East,1310,5,2023-10-07
22524,Laptop,Electronics,East,1333,4,2023-11-25
22525,Laptop,Furniture,East,1676,2,2023-03-25
22526,Laptop,Furniture,South,650,1,2023-12-22
22527,Laptop,Furniture,North,699,5,2023-06-17
22528,Desk,Electronics,North,551,3,2023-02-22
22529,Chair,Electronics,North,2000,1,2023-06-07
22530,Phone,Furniture,North,778,2,2023-09-17
22531,Phone,Furniture,South,1338,1,2023-05-20
22532,Chair,Electronics,North,1345,4,2023-02-03
22533,Tablet,Furniture,West,1344,1,2023-06-30
22534,Chair,Furniture,West,512,2,2023-02-19
22535,Phone,Electronics,East,1304,5,2023-01-08
22536,Tablet,Electronics,West,392,2,2023-02-09
22537,Chair,Electronics,East,1053,5,2023-01-04
22538,Desk,Electronics,West,1031,2,2023-12-05
22539,Chair,Furniture,East,1859,3,2023-05-08
22540,Chair,Electronics,North,999,5,2023-03-11
22541,Chair,Furniture,South,1316,5,2023-05-09
22542,Phone,Electronics,North,1941,5,2023-04-09
22543,Laptop,Electronics,South,281,5,2023-04-21
22544,Desk,Furniture,East,1127,5,2023-05-13
22545,Tablet,Electronics,North,498,1,2023-07-04
22546,Laptop,Electronics,South,606,2,2023-05-02
22547,Phone,Electronics,West,1435,1,2023-05-27
22548,Phone,Electronics,North,1181,4,2023-12-06
22549,Tablet,Furniture,South,151,5,2023-05-18
22550,Phone,Furniture,South,1899,1,2023-04-03
22551,Tablet,Furniture,West,925,4,2023-03-25
22552,Tablet,Furniture,North,1991,1,2023-08-12
22553,Tablet,Furniture,West,1376,5,2023-10-21
22554,Laptop,Furniture,South,1605,3,2023-09-20
22555,Tablet,Electronics,North,689,1,2023-06-16
22556,Laptop,Electronics,North,1338,3,2023-03-20
22557,Chair,Electronics,West,489,1,2023-12-27
22558,Chair,Electronics,South,1028,4,2023-01-13
22559,Laptop,Electronics,North,1171,4,2023-01-09
22560,Tablet,Furniture,South,697,3,2023-12-01
22561,Tablet,Electronics,South,1738,3,2023-12-22
22562,Desk,Furniture,South,1324,3,2024-01-01
22563,Chair,Electronics,South,804,1,2023-03-13
22564,Desk,Furniture,North,989,4,2023-12-17
22565,Tablet,Furniture,North,1749,4,2023-12-21
22566,Phone,Furniture,North,302,2,2023-08-10
22567,Tablet,Furniture,South,1534,3,2023-08-14
22568,Phone,Electronics,East,834,4,2023-12-22
22569,Desk,Furniture,West,1663,1,2023-11-25
22570,Laptop,Electronics,West,1267,1,2023-08-15
22571,Chair,Furniture,West,113,5,2023-05-03
22572,Laptop,Electronics,North,512,5,2023-08-04
22573,Chair,Furniture,North,387,1,2023-12-11
22574,Tablet,Furniture,North,1338,5,2023-12-12
22575,Tablet,Electronics,South,1100,3,2023-11-25
22576,Laptop,Electronics,South,836,3,2023-12-20
22577,Tablet,Electronics,North,504,5,2023-11-02
22578,Chair,Furniture,South,1899,5,2023-05-31
22579,Laptop,Furniture,North,1590,3,2023-10-01
22580,Phone,Electronics,West,222,3,2023-01-21
22581,Desk,Furniture,North,1770,3,2023-02-21
22582,Laptop,Electronics,South,552,5,2023-11-25
22583,Desk,Furniture,West,1650,4,2023-05-22
22584,Laptop,Electronics,South,1935,4,2023-04-30
22585,Tablet,Furniture,East,245,5,2023-09-13
22586,Phone,Furniture,West,1723,3,2023-06-16
22587,Chair,Electronics,East,849,4,2023-07-24
22588,Chair,Furniture,West,1032,2,2023-02-13
22589,Chair,Furniture,North,635,4,2023-10-04
22590,Tablet,Electronics,West,537,2,2023-12-26
22591,Desk,Furniture,North,1309,1,2023-09-04
22592,Desk,Furniture,South,920,4,2023-08-24
22593,Phone,Electronics,South,769,1,2023-09-17
22594,Chair,Electronics,North,1827,1,2023-02-14
22595,Tablet,Electronics,West,780,2,2023-07-16
22596,Desk,Electronics,East,744,4,2023-09-27
22597,Phone,Furniture,West,112,3,2023-11-06
22598,Desk,Furniture,East,1193,2,2023-11-18
22599,Chair,Furniture,North,761,4,2023-03-24
22600,Phone,Electronics,South,572,2,2023-03-23
22601,Desk,Electronics,East,907,3,2023-12-29
22602,Tablet,Electronics,North,241,1,2023-08-27
22603,Phone,Furniture,North,713,4,2023-08-08
22604,Chair,Electronics,North,1045,3,2023-05-11
22605,Phone,Furniture,South,426,4,2023-05-21
22606,Laptop,Furniture,West,304,3,2023-05-21
22607,Tablet,Furniture,South,464,3,2023-08-12
22608,Phone,Electronics,North,1125,2,2023-05-07
22609,Desk,Furniture,South,674,5,2023-05-27
22610,Tablet,Furniture,South,1906,4,2023-04-05
22611,Laptop,Electronics,West,454,4,2023-11-21
22612,Desk,Furniture,East,100,2,2023-08-25
22613,Desk,Electronics,West,604,1,2023-10-16
22614,Desk,Electronics,North,1994,2,2023-02-26
22615,Chair,Furniture,East,1022,5,2023-12-28
22616,Desk,Electronics,South,1036,2,2023-06-26
22617,Laptop,Electronics,East,377,1,2023-04-20
22618,Laptop,Electronics,West,506,2,2023-01-12
22619,Phone,Furniture,North,264,2,2023-11-12
22620,Desk,Furniture,North,362,3,2023-09-28
22621,Phone,Furniture,North,792,2,2023-12-04
22622,Phone,Electronics,East,452,1,2023-07-14
22623,Laptop,Furniture,West,1481,2,2023-11-13
22624,Laptop,Electronics,South,822,1,2023-06-03
22625,Laptop,Furniture,West,253,5,2023-12-15
22626,Phone,Electronics,North,1585,2,2023-09-03
22627,Laptop,Furniture,South,685,4,2023-03-24
22628,Chair,Electronics,North,703,5,2023-02-20
22629,Phone,Electronics,South,1725,5,2023-08-31
22630,Tablet,Furniture,South,531,4,2023-02-12
22631,Laptop,Furniture,South,1908,2,2023-09-08
22632,Phone,Furniture,South,374,1,2023-05-04
22633,Laptop,Electronics,West,1623,2,2023-05-01
22634,Tablet,Electronics,South,742,4,2023-05-24
22635,Phone,Electronics,East,1950,4,2023-09-10
22636,Tablet,Furniture,West,328,4,2023-03-11
22637,Laptop,Furniture,West,1555,4,2023-11-28
22638,Laptop,Electronics,East,208,3,2023-09-22
22639,Desk,Electronics,West,1975,2,2023-05-21
22640,Chair,Furniture,North,416,1,2023-06-20
22641,Phone,Electronics,West,1831,3,2023-06-12
22642,Desk,Furniture,East,985,1,2023-06-28
22643,Chair,Furniture,West,1866,4,2023-05-31
22644,Laptop,Furniture,South,1295,3,2023-10-02
22645,Tablet,Electronics,East,371,4,2023-07-13
22646,Desk,Furniture,South,1329,5,2023-04-20
22647,Laptop,Furniture,East,432,5,2023-11-28
22648,Desk,Electronics,West,724,2,2023-01-17
22649,Phone,Furniture,West,1676,1,2023-11-14
22650,Phone,Electronics,East,144,5,2023-07-31
22651,Chair,Furniture,West,622,3,2023-11-15
22652,Laptop,Electronics,South,676,2,2023-03-22
22653,Desk,Furniture,East,890,1,2023-12-23
22654,Laptop,Electronics,South,1197,3,2023-01-06
22655,Tablet,Electronics,South,1237,4,2023-12-09
22656,Tablet,Furniture,South,172,3,2023-04-17
22657,Tablet,Electronics,East,1862,4,2023-01-14
22658,Laptop,Electronics,South,1600,2,2023-03-13
22659,Laptop,Furniture,South,335,3,2023-11-26
22660,Phone,Furniture,North,1226,5,2023-11-29
22661,Chair,Furniture,West,763,5,2023-11-02
22662,Phone,Electronics,East,843,5,2023-04-13
22663,Tablet,Electronics,North,1666,4,2023-02-28
22664,Tablet,Furniture,West,1150,2,2023-11-08
22665,Tablet,Furniture,West,416,1,2023-05-14
22666,Phone,Electronics,West,237,2,2023-07-20
22667,Laptop,Furniture,North,1695,1,2023-11-01
22668,Laptop,Electronics,West,1006,5,2023-01-14
22669,Chair,Electronics,West,435,3,2023-10-01
22670,Chair,Electronics,West,734,5,2023-12-21
22671,Laptop,Electronics,North,1558,1,2023-05-31
22672,Phone,Furniture,West,1073,1,2023-08-29
22673,Desk,Furniture,North,350,4,2023-11-16
22674,Desk,Furniture,West,1338,3,2023-12-24
22675,Phone,Electronics,West,1938,2,2023-10-23
22676,Laptop,Furniture,South,697,4,2023-02-09
22677,Desk,Furniture,East,1859,1,2023-08-20
22678,Phone,Electronics,South,491,4,2023-07-25
22679,Chair,Furniture,North,1452,3,2023-06-02
22680,Laptop,Electronics,North,1834,1,2023-07-13
22681,Tablet,Furniture,North,1906,4,2023-06-22
22682,Laptop,Electronics,South,360,4,2023-02-18
22683,Desk,Electronics,East,968,4,2023-08-03
22684,Laptop,Furniture,North,1932,5,2023-04-06
22685,Tablet,Furniture,South,624,4,2023-06-07
22686,Desk,Furniture,West,1127,4,2023-11-24
22687,Tablet,Furniture,East,455,5,2023-04-22
22688,Laptop,Furniture,West,791,3,2023-03-21
22689,Laptop,Electronics,East,486,3,2023-05-01
22690,Phone,Electronics,North,240,4,2023-10-22
22691,Desk,Furniture,East,1927,4,2023-09-19
22692,Phone,Furniture,East,917,2,2023-08-11
22693,Desk,Electronics,North,1602,3,2023-05-04
22694,Desk,Furniture,East,201,2,2023-07-08
22695,Desk,Furniture,West,305,5,2023-05-01
22696,Desk,Furniture,West,1441,1,2023-04-15
22697,Desk,Electronics,West,1343,5,2023-09-21
22698,Desk,Electronics,West,1368,1,2023-10-30
22699,Tablet,Furniture,East,1754,3,2023-03-01
22700,Phone,Electronics,South,1096,3,2023-07-30
22701,Laptop,Electronics,West,1554,1,2023-01-28
22702,Chair,Furniture,East,314,2,2023-01-08
22703,Laptop,Furniture,East,498,1,2023-03-14
22704,Desk,Furniture,North,1996,4,2023-12-23
22705,Laptop,Electronics,West,1883,1,2023-04-17
22706,Tablet,Electronics,East,147,2,2023-05-09
22707,Phone,Electronics,West,1423,2,2023-03-19
22708,Phone,Electronics,North,132,4,2023-03-21
22709,Phone,Electronics,West,760,2,2023-04-06
22710,Chair,Furniture,East,1812,1,2023-01-19
22711,Desk,Furniture,South,1610,4,2023-10-27
22712,Phone,Furniture,East,972,1,2023-05-17
22713,Phone,Electronics,South,1658,3,2023-05-15
22714,Chair,Electronics,South,495,4,2023-10-21
22715,Laptop,Electronics,West,987,1,2023-07-04
22716,Phone,Electronics,East,492,3,2023-05-09
22717,Tablet,Electronics,West,702,4,2023-01-06
22718,Phone,Electronics,North,1526,3,2023-06-08
22719,Tablet,Electronics,North,1179,5,2023-08-24
22720,Chair,Electronics,East,469,2,2023-10-29
22721,Phone,Furniture,North,876,5,2023-11-02
22722,Chair,Electronics,West,1535,5,2023-05-24
22723,Desk,Electronics,North,1462,2,2023-12-21
22724,Chair,Furniture,South,1018,4,2023-11-25
22725,Tablet,Furniture,North,212,4,2023-06-14
22726,Chair,Furniture,North,737,1,2023-04-10
22727,Desk,Electronics,East,1199,5,2023-03-23
22728,Laptop,Electronics,South,503,1,2023-06-27
22729,Phone,Electronics,West,874,3,2023-08-22
22730,Desk,Furniture,East,559,4,2023-01-12
22731,Laptop,Furniture,North,165,1,2023-09-30
22732,Phone,Furniture,West,501,3,2023-02-07
22733,Laptop,Electronics,West,1415,3,2023-02-04
22734,Tablet,Electronics,South,1104,1,2023-03-23
22735,Phone,Electronics,East,363,2,2023-01-07
22736,Tablet,Furniture,East,1239,3,2023-07-23
22737,Laptop,Furniture,East,940,5,2023-08-02
22738,Phone,Electronics,North,1340,3,2023-07-09
22739,Desk,Electronics,North,328,1,2023-11-02
22740,Tablet,Electronics,North,293,1,2023-01-20
22741,Tablet,Furniture,South,310,2,2023-05-13
22742,Phone,Electronics,East,122,5,2023-01-06
22743,Desk,Electronics,East,606,2,2023-06-03
22744,Laptop,Electronics,South,1101,4,2023-12-10
22745,Phone,Furniture,East,259,4,2023-01-06
22746,Chair,Furniture,North,330,2,2023-02-07
22747,Desk,Electronics,East,1136,3,2023-01-18
22748,Desk,Electronics,West,1348,3,2023-08-09
22749,Chair,Electronics,East,741,5,2023-06-16
22750,Desk,Electronics,East,1103,3,2023-08-23
22751,Desk,Electronics,East,1527,3,2023-02-26
22752,Desk,Electronics,North,299,1,2023-01-16
22753,Tablet,Furniture,East,1781,1,2023-04-06
22754,Desk,Furniture,East,1469,5,2023-02-15
22755,Desk,Electronics,West,1392,5,2023-06-24
22756,Tablet,Furniture,South,839,5,2023-08-01
22757,Chair,Furniture,North,1042,5,2023-02-03
22758,Laptop,Furniture,West,690,4,2023-12-04
22759,Phone,Furniture,East,1527,1,2023-06-23
22760,Tablet,Electronics,North,264,4,2023-03-24
22761,Phone,Furniture,East,632,3,2023-02-15
22762,Tablet,Electronics,South,371,3,2023-07-18
22763,Chair,Electronics,North,162,2,2023-09-22
22764,Desk,Electronics,West,501,2,2023-10-24
22765,Desk,Electronics,South,1642,3,2023-10-07
22766,Laptop,Electronics,South,1433,5,2023-02-16
22767,Tablet,Electronics,West,1306,1,2023-03-10
22768,Chair,Furniture,South,826,3,2023-02-03
22769,Chair,Electronics,East,192,4,2023-06-29
22770,Chair,Furniture,West,892,4,2023-12-21
22771,Desk,Electronics,South,1528,1,2023-07-13
22772,Laptop,Electronics,West,821,5,2023-06-30
22773,Desk,Electronics,West,409,4,2023-12-03
22774,Chair,Electronics,West,1546,5,2023-07-05
22775,Chair,Furniture,North,541,4,2023-01-19
22776,Tablet,Furniture,East,1418,1,2023-02-20
22777,Laptop,Electronics,South,1030,5,2023-08-28
22778,Chair,Furniture,East,309,2,2023-05-01
22779,Chair,Electronics,South,1230,3,2023-11-24
22780,Chair,Electronics,South,1411,3,2023-02-03
22781,Laptop,Furniture,West,735,1,2023-10-31
22782,Tablet,Electronics,West,297,5,2023-07-03
22783,Laptop,Electronics,North,1534,3,2023-05-21
22784,Laptop,Electronics,South,1837,4,2023-05-30
22785,Phone,Furniture,East,1344,2,2023-08-07
22786,Desk,Furniture,South,907,1,2023-06-01
22787,Tablet,Electronics,East,1955,4,2023-12-23
22788,Tablet,Electronics,East,1830,3,2023-10-10
22789,Desk,Electronics,North,1989,2,2023-07-09
22790,Phone,Electronics,North,265,1,2023-10-13
22791,Desk,Furniture,East,534,5,2023-11-24
22792,Tablet,Electronics,West,443,1,2023-11-28
22793,Desk,Electronics,West,655,4,2023-11-22
22794,Phone,Electronics,West,1363,2,2023-05-13
22795,Chair,Furniture,North,1290,1,2023-05-20
22796,Phone,Electronics,East,1408,2,2023-09-28
22797,Laptop,Electronics,South,337,3,2023-10-17
22798,Desk,Furniture,West,880,3,2024-01-01
22799,Tablet,Furniture,North,647,2,2023-06-15
22800,Laptop,Electronics,North,1465,3,2023-03-27
22801,Phone,Furniture,West,330,4,2023-10-08
22802,Phone,Furniture,South,1833,3,2023-07-01
22803,Chair,Electronics,North,489,5,2023-04-24
22804,Chair,Furniture,West,928,1,2023-07-02
22805,Laptop,Electronics,West,1404,3,2023-12-24
22806,Phone,Furniture,South,1520,5,2023-10-04
22807,Chair,Furniture,West,508,5,2023-08-30
22808,Tablet,Electronics,West,1354,1,2023-01-29
22809,Laptop,Electronics,South,1440,3,2023-08-23
22810,Laptop,Electronics,West,141,4,2023-10-30
22811,Phone,Furniture,South,492,2,2023-04-01
22812,Desk,Furniture,South,145,5,2023-05-11
22813,Tablet,Furniture,North,1236,5,2023-07-04
22814,Tablet,Furniture,East,1539,4,2023-10-26
22815,Tablet,Furniture,West,1258,1,2023-09-03
22816,Chair,Furniture,South,133,4,2023-02-21
22817,Desk,Electronics,West,505,1,2023-01-18
22818,Tablet,Electronics,South,1148,1,2023-11-30
22819,Laptop,Furniture,East,531,4,2023-02-10
22820,Chair,Furniture,East,409,4,2023-04-16
22821,Phone,Furniture,West,1378,2,2023-12-14
22822,Desk,Furniture,North,1437,5,2023-11-02
22823,Tablet,Electronics,North,638,3,2023-12-21
22824,Phone,Furniture,South,215,5,2023-12-17
22825,Desk,Electronics,East,297,4,2023-12-24
22826,Chair,Electronics,North,1839,4,2023-07-11
22827,Laptop,Furniture,West,876,2,2023-12-01
22828,Tablet,Furniture,North,1333,2,2023-01-19
22829,Laptop,Electronics,East,1959,4,2023-02-03
22830,Chair,Electronics,South,1543,1,2023-09-17
22831,Desk,Furniture,West,1590,1,2023-11-21
22832,Desk,Furniture,West,110,3,2023-08-18
22833,Chair,Furniture,South,175,1,2023-01-24
22834,Laptop,Furniture,North,1928,5,2023-09-01
22835,Chair,Furniture,South,1985,1,2023-10-01
22836,Chair,Furniture,East,712,2,2023-09-27
22837,Chair,Furniture,North,737,5,2023-10-03
22838,Desk,Furniture,East,1634,1,2023-07-09
22839,Laptop,Furniture,East,1531,4,2023-06-23
22840,Phone,Electronics,North,1315,3,2023-01-13
22841,Phone,Electronics,West,813,1,2023-01-15
22842,Chair,Furniture,North,1402,2,2023-02-17
22843,Tablet,Furniture,North,1009,5,2023-11-21
22844,Chair,Furniture,West,1041,1,2023-04-13
22845,Laptop,Electronics,North,320,3,2023-01-12
22846,Desk,Furniture,South,116,3,2023-10-17
22847,Chair,Electronics,West,1263,5,2023-10-04
22848,Laptop,Electronics,East,1934,1,2023-06-08
22849,Chair,Electronics,South,1249,3,2023-09-18
22850,Laptop,Furniture,West,823,5,2023-09-05
22851,Phone,Electronics,North,1799,5,2023-11-23
22852,Chair,Furniture,South,1980,4,2023-07-17
22853,Tablet,Furniture,North,1446,3,2023-09-12
22854,Tablet,Furniture,South,189,5,2023-04-20
22855,Tablet,Furniture,North,1169,1,2023-06-02
22856,Chair,Electronics,West,1043,5,2023-07-09
22857,Desk,Furniture,East,1857,5,2023-05-08
22858,Laptop,Electronics,East,998,3,2023-06-20
22859,Tablet,Electronics,North,473,3,2023-01-07
22860,Tablet,Electronics,North,354,1,2023-05-10
22861,Phone,Electronics,East,275,2,2023-08-15
22862,Tablet,Electronics,East,1650,5,2023-05-17
22863,Laptop,Electronics,East,795,2,2023-06-29
22864,Laptop,Furniture,North,909,4,2023-10-24
22865,Desk,Electronics,West,922,3,2023-08-10
22866,Chair,Electronics,South,1108,5,2023-01-10
22867,Tablet,Furniture,South,1204,2,2023-03-10
22868,Tablet,Furniture,North,1515,4,2023-06-24
22869,Tablet,Electronics,West,1761,5,2023-05-19
22870,Chair,Furniture,East,432,4,2023-11-09
22871,Desk,Electronics,North,386,3,2023-02-06
22872,Tablet,Electronics,South,1959,4,2023-11-26
22873,Phone,Furniture,West,490,5,2023-08-14
22874,Tablet,Furniture,North,1341,4,2023-05-22
22875,Chair,Furniture,East,306,4,2023-09-08
22876,Desk,Electronics,East,219,5,2023-08-10
22877,Tablet,Furniture,North,1502,5,2023-04-02
22878,Phone,Electronics,East,1988,3,2023-02-05
22879,Chair,Furniture,East,784,2,2023-03-21
22880,Laptop,Furniture,North,678,5,2023-01-26
22881,Laptop,Electronics,North,1933,2,2023-07-08
22882,Chair,Furniture,South,1254,4,2023-11-06
22883,Desk,Furniture,West,501,3,2024-01-01
22884,Chair,Electronics,North,1633,4,2023-04-18
22885,Laptop,Electronics,West,1854,4,2023-06-11
22886,Chair,Furniture,South,1252,5,2023-08-12
22887,Desk,Electronics,East,1050,3,2023-04-15
